source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P29350,P32927,FALSE,TRUE,TRUE,FALSE,TRUE,,8,HPRD:8246974;HPRD:9162089;HPRD:9254654;NetPath:9162089;ProtMapper:11812650;ProtMapper:9162089;SIGNOR:11812650;SIGNOR:9162089,HPRD;NetPath;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,post_translational,11812650;8246974;9162089;9254654,4,6,5,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P32927,CSF2RB,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P09919,P32927,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Guide2Pharma,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P09919,CSF3,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P32927,CSF2RB,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P04141,P32927,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=621,18,Baccin2019:2645577;Baccin2019:2828352;Baccin2019:8278375;CellTalkDB:2828352;DIP:1702217;DIP:7957082;HPRD:2645577;HPRD:8278375;LMPID:7957082;LRdb:2645577;LRdb:2828352;LRdb:8278375;Lit-BM-17:1702217;Lit-BM-17:18692472;Lit-BM-17:7957082;connectomeDB2020:2645577;connectomeDB2020:2828352;connectomeDB2020:8278375,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LMPID;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,1702217;18692472;2645577;2828352;7957082;8278375,6,22,13,ligand,ligand,,generic,functional,resource_specific,P04141,CSF2,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P32927,CSF2RB,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P08700,P32927,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=623,11,CellTalkDB:11700046;DIP:7957082;HPRD:9278420;LRdb:11700046;LRdb:93;Lit-BM-17:18692472;Lit-BM-17:7957082;Lit-BM-17:8649415;NetPath:9278420;connectomeDB2020:11700046;connectomeDB2020:9278420,CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;NetPath;Ramilowski2015;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11700046;18692472;7957082;8649415;9278420;93,6,20,12,ligand,ligand,,generic,functional,resource_specific,P08700,IL3,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P32927,CSF2RB,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P05113,P32927,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=622,10,Baccin2019:11748263;CellTalkDB:11748263;DIP:7957082;InnateDB:1495999;LMPID:7957082;LRdb:11748263;Lit-BM-17:1495999;Lit-BM-17:7957082;NetPath:1833065;connectomeDB2020:11748263,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;InnateDB;LMPID;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11748263;1495999;1833065;7957082,4,21,14,ligand,ligand,,generic,functional,resource_specific,P05113,IL5,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,P32927,CSF2RB,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P35968,P32927,FALSE,FALSE,FALSE,FALSE,FALSE,,1,HPRD:16007196,HPRD;PhosphoPoint;Wang,post_translational,16007196,1,3,3,ligand,ligand,,generic,functional,resource_specific,P35968,KDR,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P32927,CSF2RB,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P29350,P16871,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,P16871,IL7R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
Q969D9,P16871,TRUE,FALSE,TRUE,TRUE,FALSE,,8,Baccin2019:11418668;CellTalkDB:11418668;HPRD:11418668;InnateDB:11418668;LRdb:11418668;NetPath:10881176;NetPath:10974032;connectomeDB2020:11418668,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,10881176;10974032;11418668,3,18,13,ligand,ligand,,generic,functional,resource_specific,Q969D9,TSLP,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P16871,IL7R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
P13232,P16871,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4302,28,Baccin2019:10390077;Baccin2019:11858939;Baccin2019:7522165;CellTalkDB:11858939;DIP:1558969;DIP:19141282;DIP:8409434;HPMR:7522165;HPMR:8128231;HPRD:10390077;HPRD:11858939;InnateDB:8266077;IntAct:19141282;IntAct:8266077;LRdb:10390077;LRdb:11858939;LRdb:7522165;Lit-BM-17:1558969;Lit-BM-17:19141282;Lit-BM-17:8409434;NetPath:2317865;SIGNOR:20089933;SIGNOR:8204885;SignaLink3:23331499;SignaLink3:8204885;connectomeDB2020:10390077;connectomeDB2020:11858939;connectomeDB2020:7522165,Baccin2019;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;Kirouac2010;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,10390077;11858939;1558969;19141282;20089933;2317865;23331499;7522165;8128231;8204885;8266077;8409434,12,29,20,ligand,ligand,,generic,functional,resource_specific,P13232,IL7,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,MCAM;Adhesome;OmniPath,generic,functional,resource_specific,P16871,IL7R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
P05231,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,GO_Intercell;ICELLNET;OmniPath,generic,functional,resource_specific,P05231,IL6,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P29350,P14784,FALSE,TRUE,TRUE,FALSE,TRUE,,4,HPRD:9520455;InnateDB:9520455;NetPath:9520455;SIGNOR:9520455,HPRD;InnateDB;NetPath;SIGNOR;Wang,post_translational,9520455,1,5,5,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P60568,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=759,25,Baccin2019:11035066;Baccin2019:15265897;Baccin2019:8049354;CellTalkDB:15265897;DIP:22446627;DIP:8006584;HPMR:15265897;HPMR:15933202;HPRD:11035066;HPRD:8049354;InnateDB:15178252;InnateDB:1940342;InnateDB:3095922;InnateDB:3098894;InnateDB:8568232;IntAct:22446627;LRdb:11035066;LRdb:15265897;LRdb:8049354;NetPath:3116143;NetPath:8260650;SIGNOR:16477002;connectomeDB2020:11035066;connectomeDB2020:15265897;connectomeDB2020:8049354,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11035066;15178252;15265897;15933202;16477002;1940342;22446627;3095922;3098894;3116143;8006584;8049354;8260650;8568232,14,25,16,ligand,ligand,,generic,functional,resource_specific,P60568,IL2,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,MCAM;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P40933,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4422,20,Baccin2019:15265897;Baccin2019:8026467;Baccin2019:9176231;CellTalkDB:15265897;DIP:10903799;Guide2Pharma:19710453;HPRD:8026467;HPRD:9176231;InnateDB:8026467;InnateDB:8178155;IntAct:23104097;IntAct:25416956;LRdb:15265897;LRdb:8026467;LRdb:9176231;Lit-BM-17:10903799;NetPath:8026467;connectomeDB2020:15265897;connectomeDB2020:8026467;connectomeDB2020:9176231,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10903799;15265897;19710453;23104097;25416956;8026467;8178155;9176231,8,23,15,ligand,ligand,,generic,functional,resource_specific,P40933,IL15,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P18510,P14784,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Guide2Pharma,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P18510,IL1RN,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
Q13261,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,,3,HPMR:15265897;HPRD:7641685;SIGNOR:17709786,HPMR;HPRD;SIGNOR;Wang,post_translational,15265897;17709786;7641685,3,4,4,ligand,ligand,,generic,functional,resource_specific,Q13261,IL15RA,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,GO_Intercell;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P04439,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04439,HLA-A,protein,6,TRUE,FALSE,FALSE,TRUE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P01732,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01732,CD8A,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P10966,P14784,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10966,CD8B,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,DGIdb;OmniPath,generic,functional,resource_specific,P14784,IL2RB,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P11487,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,OmniPath,generic,functional,resource_specific,P11487,FGF3,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P05019,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR;Wang,post_translational,17306385,1,2,2,ligand,ligand,Zhong2015;OmniPath,generic,functional,resource_specific,P05019,IGF1,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,MCAM;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01588,P04626,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:27519953,ProtMapper;Sparser_ProtMapper,post_translational,27519953,1,2,1,ligand,ligand,CellChatDB;UniProt_location;OmniPath,generic,functional,resource_specific,P01588,EPO,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01579,P04626,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,talklr;connectomeDB2020;iTALK;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P01579,IFNG,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01344,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;HGNC;CellPhoneDB;GO_Intercell;CellChatDB;CellTalkDB;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P01344,IGF2,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P49771,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,talklr;connectomeDB2020;iTALK;EMBRACE;HGNC;CellPhoneDB;ICELLNET;CellTalkDB;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P49771,FLT3LG,protein,16,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P21583,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P21583,KITLG,protein,16,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01133,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,10,Baccin2019:12093292;CellTalkDB:12093292;HPRD:12093292;LRdb:12093292;ProtMapper:15748904;SIGNOR:11279155;SIGNOR:17306385;SignaLink3:11279155;SignaLink3:23331499;connectomeDB2020:12093292,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;talklr,post_translational,11279155;12093292;15748904;17306385;23331499,5,20,13,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P01133,EGF,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;GO_Intercell;HPMR;CellTalkDB;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
Q02297,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,12,CellTalkDB:1350381;HPMR:1350381;LRdb:1350381;LRdb:751;ProtMapper:19293191;SIGNOR:18415007;SIGNOR:7514177;SPIKE:14737100;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:1350381;connectomeDB2020:7514177,CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;SIGNOR;SPIKE;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,post_translational,1350381;14737100;18415007;19293191;23331499;751;7514177;9275162,8,17,12,ligand,ligand,,generic,functional,resource_specific,Q02297,NRG1,protein,13,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01138,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01138,NGF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01135,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,6,Baccin2019:10918572;CellTalkDB:10918572;HPRD:10918572;LRdb:10918572;SIGNOR:17306385;connectomeDB2020:10918572,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10918572;17306385,2,16,11,ligand,ligand,,generic,functional,resource_specific,P01135,TGFA,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
Q06124,P04626,FALSE,TRUE,FALSE,FALSE,FALSE,,5,DOMINO:16273093;HPRD:16729043;Lit-BM-17:16273093;Lit-BM-17:16729043;Lit-BM-17:9756944,DOMINO;HPRD;Lit-BM-17;Wang,post_translational,16273093;16729043;9756944,3,4,4,ligand,ligand,,generic,functional,resource_specific,Q06124,PTPN11,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P09603,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P09603,CSF1,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P14210,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR;Wang,post_translational,17306385,1,2,2,ligand,ligand,,generic,functional,resource_specific,P14210,HGF,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01137,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01137,TGFB1,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01375,P04626,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:19760502,ProtMapper;REACH_ProtMapper,post_translational,19760502,1,2,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,GO_Intercell;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01308,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR;Wang,post_translational,17306385,1,2,2,ligand,ligand,,generic,functional,resource_specific,P01308,INS,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P56975,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,2,CellTalkDB:9772300;SIGNOR:18415007,CellTalkDB;LRdb;SIGNOR,post_translational,18415007;9772300,2,3,3,ligand,ligand,,generic,functional,resource_specific,P56975,NRG3,protein,15,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P15514,P04626,TRUE,FALSE,TRUE,TRUE,FALSE,,4,SIGNOR:17306385;SIGNOR:7679104;SignaLink3:23331499;SignaLink3:7679104,SIGNOR;SignaLink3,post_translational,17306385;23331499;7679104,3,2,2,ligand,ligand,,generic,functional,resource_specific,P15514,AREG,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P04626,ERBB2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
